match_id,season,start_date,innings,batting_team,bowling_team,bowler,wicketcounts,bowler_labels,message
1252286,2021,12-09-2021,1,Western Storm,Lightning,S Munro,2,S Munro (Lightning),vs Western Storm (12-09-2021)
1229337,2020,05-09-2020,1,Southern Vipers,South East Stars,E Gray,2,E Gray (South East Stars),vs Southern Vipers (05-09-2020)
1252290,2021,18-09-2021,2,Sunrisers,Western Storm,C Nicholas,2,C Nicholas (Western Storm),vs Sunrisers (18-09-2021)
1252291,2021,18-09-2021,1,Northern Diamonds,Southern Vipers,PJ Scholfield,2,PJ Scholfield (Southern Vipers),vs Northern Diamonds (18-09-2021)
1252291,2021,18-09-2021,1,Northern Diamonds,Southern Vipers,LK Bell,2,LK Bell (Southern Vipers),vs Northern Diamonds (18-09-2021)
1229335,2020,05-09-2020,2,Sunrisers,Western Storm,L Filer,2,L Filer (Western Storm),vs Sunrisers (05-09-2020)
1229336,2020,05-09-2020,1,Lightning,Northern Diamonds,AL MacDonald,2,AL MacDonald (Northern Diamonds),vs Lightning (05-09-2020)
1229336,2020,05-09-2020,1,Lightning,Northern Diamonds,BA Langston,2,BA Langston (Northern Diamonds),vs Lightning (05-09-2020)
1229336,2020,05-09-2020,1,Lightning,Northern Diamonds,HJ Armitage,2,HJ Armitage (Northern Diamonds),vs Lightning (05-09-2020)
1229336,2020,05-09-2020,1,Lightning,Northern Diamonds,JL Gunn,2,JL Gunn (Northern Diamonds),vs Lightning (05-09-2020)
1252290,2021,18-09-2021,2,Sunrisers,Western Storm,N Harvey,2,N Harvey (Western Storm),vs Sunrisers (18-09-2021)
1252290,2021,18-09-2021,2,Sunrisers,Western Storm,GM Hennessy,2,GM Hennessy (Western Storm),vs Sunrisers (18-09-2021)
1252290,2021,18-09-2021,2,Sunrisers,Western Storm,DR Gibson,2,DR Gibson (Western Storm),vs Sunrisers (18-09-2021)
1229336,2020,05-09-2020,2,Northern Diamonds,Lightning,N Harman,2,N Harman (Lightning),vs Northern Diamonds (05-09-2020)
1229339,2020,11-09-2020,1,South East Stars,Western Storm,A Griffiths,2,A Griffiths (Western Storm),vs South East Stars (11-09-2020)
1252290,2021,18-09-2021,1,Western Storm,Sunrisers,MK Villiers,2,MK Villiers (Sunrisers),vs Western Storm (18-09-2021)
1229345,2020,13-09-2020,2,Central Sparks,Northern Diamonds,BA Langston,2,BA Langston (Northern Diamonds),vs Central Sparks (13-09-2020)
1229337,2020,05-09-2020,1,Southern Vipers,South East Stars,NE Farrant,2,NE Farrant (South East Stars),vs Southern Vipers (05-09-2020)
1229337,2020,05-09-2020,2,South East Stars,Southern Vipers,CM Taylor,2,CM Taylor (Southern Vipers),vs South East Stars (05-09-2020)
1229337,2020,05-09-2020,2,South East Stars,Southern Vipers,PJ Scholfield,2,PJ Scholfield (Southern Vipers),vs South East Stars (05-09-2020)
1229338,2020,10-09-2020,1,Northern Diamonds,Thunder,A Hartley,2,A Hartley (Thunder),vs Northern Diamonds (10-09-2020)
1229338,2020,10-09-2020,1,Northern Diamonds,Thunder,AE Dyson,2,AE Dyson (Thunder),vs Northern Diamonds (10-09-2020)
1229338,2020,10-09-2020,1,Northern Diamonds,Thunder,L Jackson,2,L Jackson (Thunder),vs Northern Diamonds (10-09-2020)
1252289,2021,18-09-2021,2,South East Stars,Thunder,A Hartley,2,A Hartley (Thunder),vs South East Stars (18-09-2021)
1229338,2020,10-09-2020,2,Thunder,Northern Diamonds,BA Langston,2,BA Langston (Northern Diamonds),vs Thunder (10-09-2020)
1252292,2021,22-09-2021,1,Central Sparks,Northern Diamonds,BA Langston,2,BA Langston (Northern Diamonds),vs Central Sparks (22-09-2021)
1229334,2020,05-09-2020,1,Thunder,Central Sparks,TF Brookes,2,TF Brookes (Central Sparks),vs Thunder (05-09-2020)
1252292,2021,22-09-2021,1,Central Sparks,Northern Diamonds,LCN Smith,2,LCN Smith (Northern Diamonds),vs Central Sparks (22-09-2021)
1229333,2020,31-08-2020,2,Lightning,Northern Diamonds,NR Sciver,2,NR Sciver (Northern Diamonds),vs Lightning (31-08-2020)
1229328,2020,29-08-2020,2,Lightning,Thunder,S Ecclestone,2,S Ecclestone (Thunder),vs Lightning (29-08-2020)
1229328,2020,29-08-2020,2,Lightning,Thunder,A Hartley,2,A Hartley (Thunder),vs Lightning (29-08-2020)
1229328,2020,29-08-2020,1,Thunder,Lightning,LF Higham,2,LF Higham (Lightning),vs Thunder (29-08-2020)
1229327,2020,29-08-2020,1,Central Sparks,Northern Diamonds,BA Langston,2,BA Langston (Northern Diamonds),vs Central Sparks (29-08-2020)
1229330,2020,31-08-2020,1,Southern Vipers,Western Storm,HC Knight,2,HC Knight (Western Storm),vs Southern Vipers (31-08-2020)
1229330,2020,31-08-2020,2,Western Storm,Southern Vipers,LK Bell,2,LK Bell (Southern Vipers),vs Western Storm (31-08-2020)
1229331,2020,31-08-2020,1,South East Stars,Sunrisers,J Gardner,2,J Gardner (Sunrisers),vs South East Stars (31-08-2020)
1229331,2020,31-08-2020,1,South East Stars,Sunrisers,KJ Wolfe,2,KJ Wolfe (Sunrisers),vs South East Stars (31-08-2020)
1252293,2021,25-09-2021,2,Southern Vipers,Northern Diamonds,BA Langston,2,BA Langston (Northern Diamonds),vs Southern Vipers (25-09-2021)
1252293,2021,25-09-2021,1,Northern Diamonds,Southern Vipers,TG Norris,2,TG Norris (Southern Vipers),vs Northern Diamonds (25-09-2021)
1229331,2020,31-08-2020,2,Sunrisers,South East Stars,HV Jones,2,HV Jones (South East Stars),vs Sunrisers (31-08-2020)
1229331,2020,31-08-2020,2,Sunrisers,South East Stars,SIR Dunkley,2,SIR Dunkley (South East Stars),vs Sunrisers (31-08-2020)
1229332,2020,31-08-2020,1,Thunder,Central Sparks,CK Boycott,2,CK Boycott (Central Sparks),vs Thunder (31-08-2020)
1229332,2020,31-08-2020,2,Central Sparks,Thunder,A Hartley,2,A Hartley (Thunder),vs Central Sparks (31-08-2020)
1252293,2021,25-09-2021,1,Northern Diamonds,Southern Vipers,CM Taylor,2,CM Taylor (Southern Vipers),vs Northern Diamonds (25-09-2021)
1229332,2020,31-08-2020,2,Central Sparks,Thunder,S Ecclestone,2,S Ecclestone (Thunder),vs Central Sparks (31-08-2020)
1229333,2020,31-08-2020,1,Northern Diamonds,Lightning,B Ellis,2,B Ellis (Lightning),vs Northern Diamonds (31-08-2020)
1252292,2021,22-09-2021,2,Northern Diamonds,Central Sparks,EL Arlott,2,EL Arlott (Central Sparks),vs Northern Diamonds (22-09-2021)
1229333,2020,31-08-2020,2,Lightning,Northern Diamonds,JL Gunn,2,JL Gunn (Northern Diamonds),vs Lightning (31-08-2020)
1252292,2021,22-09-2021,1,Central Sparks,Northern Diamonds,R Slater,2,R Slater (Northern Diamonds),vs Central Sparks (22-09-2021)
1229333,2020,31-08-2020,2,Lightning,Northern Diamonds,LCN Smith,2,LCN Smith (Northern Diamonds),vs Lightning (31-08-2020)
1229338,2020,10-09-2020,2,Thunder,Northern Diamonds,HJ Armitage,2,HJ Armitage (Northern Diamonds),vs Thunder (10-09-2020)
1252277,2021,12-06-2021,1,Sunrisers,Lightning,S Munro,2,S Munro (Lightning),vs Sunrisers (12-06-2021)
1229343,2020,13-09-2020,1,Sunrisers,South East Stars,HV Jones,2,HV Jones (South East Stars),vs Sunrisers (13-09-2020)
1252288,2021,18-09-2021,2,Central Sparks,Lightning,KL Gordon,2,KL Gordon (Lightning),vs Central Sparks (18-09-2021)
1229341,2020,11-09-2020,1,Lightning,Central Sparks,EA Russell,2,EA Russell (Central Sparks),vs Lightning (11-09-2020)
1229344,2020,13-09-2020,2,Lightning,Thunder,HE Jones,2,HE Jones (Thunder),vs Lightning (13-09-2020)
1252286,2021,12-09-2021,2,Lightning,Western Storm,FMK Morris,2,FMK Morris (Western Storm),vs Lightning (12-09-2021)
1229340,2020,11-09-2020,2,Sunrisers,Southern Vipers,PAC Cowdrill,2,PAC Cowdrill (Southern Vipers),vs Sunrisers (11-09-2020)
1229340,2020,11-09-2020,2,Sunrisers,Southern Vipers,CE Dean,2,CE Dean (Southern Vipers),vs Sunrisers (11-09-2020)
1252288,2021,18-09-2021,2,Central Sparks,Lightning,G Ballinger,2,G Ballinger (Lightning),vs Central Sparks (18-09-2021)
1229340,2020,11-09-2020,1,Southern Vipers,Sunrisers,KL Midwood,2,KL Midwood (Sunrisers),vs Southern Vipers (11-09-2020)
1252287,2021,12-09-2021,2,Sunrisers,Southern Vipers,GL Adams,2,GL Adams (Southern Vipers),vs Sunrisers (12-09-2021)
1229345,2020,13-09-2020,1,Northern Diamonds,Central Sparks,Anisha Patel,2,Anisha Patel (Central Sparks),vs Northern Diamonds (13-09-2020)
1252286,2021,12-09-2021,2,Lightning,Western Storm,N Harvey,2,N Harvey (Western Storm),vs Lightning (12-09-2021)
1229341,2020,11-09-2020,2,Central Sparks,Lightning,T Graves,2,T Graves (Lightning),vs Central Sparks (11-09-2020)
1252286,2021,12-09-2021,2,Lightning,Western Storm,GM Hennessy,2,GM Hennessy (Western Storm),vs Lightning (12-09-2021)
1252288,2021,18-09-2021,2,Central Sparks,Lightning,SB Odedra,2,SB Odedra (Lightning),vs Central Sparks (18-09-2021)
1252289,2021,18-09-2021,1,Thunder,South East Stars,A Capsey,2,A Capsey (South East Stars),vs Thunder (18-09-2021)
1252289,2021,18-09-2021,1,Thunder,South East Stars,D Gregory,2,D Gregory (South East Stars),vs Thunder (18-09-2021)
1229343,2020,13-09-2020,1,Sunrisers,South East Stars,D Gregory,2,D Gregory (South East Stars),vs Sunrisers (13-09-2020)
1252287,2021,12-09-2021,1,Southern Vipers,Sunrisers,ND Dattani,2,ND Dattani (Sunrisers),vs Southern Vipers (12-09-2021)
1229342,2020,13-09-2020,2,Western Storm,Southern Vipers,GL Adams,2,GL Adams (Southern Vipers),vs Western Storm (13-09-2020)
1252287,2021,12-09-2021,1,Southern Vipers,Sunrisers,KS Castle,2,KS Castle (Sunrisers),vs Southern Vipers (12-09-2021)
1229343,2020,13-09-2020,2,South East Stars,Sunrisers,J Gardner,2,J Gardner (Sunrisers),vs South East Stars (13-09-2020)
1252279,2021,12-06-2021,1,Western Storm,Southern Vipers,CM Taylor,1,CM Taylor (Southern Vipers),vs Western Storm (12-06-2021)
1252293,2021,25-09-2021,1,Northern Diamonds,Southern Vipers,PJ Scholfield,1,PJ Scholfield (Southern Vipers),vs Northern Diamonds (25-09-2021)
1252279,2021,12-06-2021,1,Western Storm,Southern Vipers,AZ Monaghan,1,AZ Monaghan (Southern Vipers),vs Western Storm (12-06-2021)
1252287,2021,12-09-2021,1,Southern Vipers,Sunrisers,G Scrivens,1,G Scrivens (Sunrisers),vs Southern Vipers (12-09-2021)
1252285,2021,12-09-2021,2,South East Stars,Central Sparks,IECM Wong,1,IECM Wong (Central Sparks),vs South East Stars (12-09-2021)
1252285,2021,12-09-2021,2,South East Stars,Central Sparks,E Jones,1,E Jones (Central Sparks),vs South East Stars (12-09-2021)
1252278,2021,12-06-2021,2,Thunder,Central Sparks,RA Fackrell,1,RA Fackrell (Central Sparks),vs Thunder (12-06-2021)
1252278,2021,12-06-2021,2,Thunder,Central Sparks,IECM Wong,1,IECM Wong (Central Sparks),vs Thunder (12-06-2021)
1252279,2021,12-06-2021,1,Western Storm,Southern Vipers,GL Adams,1,GL Adams (Southern Vipers),vs Western Storm (12-06-2021)
1252292,2021,22-09-2021,2,Northern Diamonds,Central Sparks,Marie Kelly,1,Marie Kelly (Central Sparks),vs Northern Diamonds (22-09-2021)
1252293,2021,25-09-2021,1,Northern Diamonds,Southern Vipers,GA Elwiss,1,GA Elwiss (Southern Vipers),vs Northern Diamonds (25-09-2021)
1252289,2021,18-09-2021,1,Thunder,South East Stars,PA Franklin,1,PA Franklin (South East Stars),vs Thunder (18-09-2021)
1252286,2021,12-09-2021,2,Lightning,Western Storm,L Filer,1,L Filer (Western Storm),vs Lightning (12-09-2021)
1252278,2021,12-06-2021,2,Thunder,Central Sparks,EA Russell,1,EA Russell (Central Sparks),vs Thunder (12-06-2021)
1252286,2021,12-09-2021,2,Lightning,Western Storm,C Nicholas,1,C Nicholas (Western Storm),vs Lightning (12-09-2021)
1252286,2021,12-09-2021,1,Western Storm,Lightning,KE Bryce,1,KE Bryce (Lightning),vs Western Storm (12-09-2021)
1229328,2020,29-08-2020,2,Lightning,Thunder,N Brown,1,N Brown (Thunder),vs Lightning (29-08-2020)
1252277,2021,12-06-2021,1,Sunrisers,Lightning,Y Graves,1,Y Graves (Lightning),vs Sunrisers (12-06-2021)
1252277,2021,12-06-2021,2,Lightning,Sunrisers,AJ Macleod,1,AJ Macleod (Sunrisers),vs Lightning (12-06-2021)
1252277,2021,12-06-2021,2,Lightning,Sunrisers,J Gardner,1,J Gardner (Sunrisers),vs Lightning (12-06-2021)
1252277,2021,12-06-2021,2,Lightning,Sunrisers,KL Midwood,1,KL Midwood (Sunrisers),vs Lightning (12-06-2021)
1229328,2020,29-08-2020,2,Lightning,Thunder,KL Cross,1,KL Cross (Thunder),vs Lightning (29-08-2020)
1252286,2021,12-09-2021,2,Lightning,Western Storm,DR Gibson,1,DR Gibson (Western Storm),vs Lightning (12-09-2021)
1229328,2020,29-08-2020,1,Thunder,Lightning,KL Gordon,1,KL Gordon (Lightning),vs Thunder (29-08-2020)
1229327,2020,29-08-2020,2,Northern Diamonds,Central Sparks,CK Boycott,1,CK Boycott (Central Sparks),vs Northern Diamonds (29-08-2020)
1229327,2020,29-08-2020,1,Central Sparks,Northern Diamonds,JL Gunn,1,JL Gunn (Northern Diamonds),vs Central Sparks (29-08-2020)
1229327,2020,29-08-2020,1,Central Sparks,Northern Diamonds,KA Levick,1,KA Levick (Northern Diamonds),vs Central Sparks (29-08-2020)
1252278,2021,12-06-2021,1,Central Sparks,Thunder,P Cleary,1,P Cleary (Thunder),vs Central Sparks (12-06-2021)
1252293,2021,25-09-2021,2,Southern Vipers,Northern Diamonds,PC Graham,1,PC Graham (Northern Diamonds),vs Southern Vipers (25-09-2021)
1252286,2021,12-09-2021,1,Western Storm,Lightning,G Ballinger,1,G Ballinger (Lightning),vs Western Storm (12-09-2021)
1252279,2021,12-06-2021,2,Southern Vipers,Western Storm,FMK Morris,1,FMK Morris (Western Storm),vs Southern Vipers (12-06-2021)
1252293,2021,25-09-2021,2,Southern Vipers,Northern Diamonds,KA Levick,1,KA Levick (Northern Diamonds),vs Southern Vipers (25-09-2021)
1252287,2021,12-09-2021,2,Sunrisers,Southern Vipers,CM Taylor,1,CM Taylor (Southern Vipers),vs Sunrisers (12-09-2021)
1252285,2021,12-09-2021,1,Central Sparks,South East Stars,PA Franklin,1,PA Franklin (South East Stars),vs Central Sparks (12-09-2021)
1252289,2021,18-09-2021,2,South East Stars,Thunder,L Heap,1,L Heap (Thunder),vs South East Stars (18-09-2021)
1252290,2021,18-09-2021,1,Western Storm,Sunrisers,KS Castle,1,KS Castle (Sunrisers),vs Western Storm (18-09-2021)
1252290,2021,18-09-2021,1,Western Storm,Sunrisers,KL Coppack,1,KL Coppack (Sunrisers),vs Western Storm (18-09-2021)
1252283,2021,10-09-2021,2,Southern Vipers,Thunder,EL Lamb,1,EL Lamb (Thunder),vs Southern Vipers (10-09-2021)
1252289,2021,18-09-2021,2,South East Stars,Thunder,L Jackson,1,L Jackson (Thunder),vs South East Stars (18-09-2021)
1252282,2021,10-09-2021,1,Sunrisers,Central Sparks,Anisha Patel,1,Anisha Patel (Central Sparks),vs Sunrisers (10-09-2021)
1252288,2021,18-09-2021,2,Central Sparks,Lightning,KE Bryce,1,KE Bryce (Lightning),vs Central Sparks (18-09-2021)
1252282,2021,10-09-2021,1,Sunrisers,Central Sparks,IECM Wong,1,IECM Wong (Central Sparks),vs Sunrisers (10-09-2021)
1252288,2021,18-09-2021,2,Central Sparks,Lightning,Y Graves,1,Y Graves (Lightning),vs Central Sparks (18-09-2021)
1252284,2021,12-09-2021,1,Northern Diamonds,Thunder,AE Dyson,1,AE Dyson (Thunder),vs Northern Diamonds (12-09-2021)
1252282,2021,10-09-2021,2,Central Sparks,Sunrisers,G Scrivens,1,G Scrivens (Sunrisers),vs Central Sparks (10-09-2021)
1252282,2021,10-09-2021,2,Central Sparks,Sunrisers,GKS Gole,1,GKS Gole (Sunrisers),vs Central Sparks (10-09-2021)
1252282,2021,10-09-2021,2,Central Sparks,Sunrisers,KL Coppack,1,KL Coppack (Sunrisers),vs Central Sparks (10-09-2021)
1252282,2021,10-09-2021,2,Central Sparks,Sunrisers,KS Castle,1,KS Castle (Sunrisers),vs Central Sparks (10-09-2021)
1252289,2021,18-09-2021,2,South East Stars,Thunder,AE Dyson,1,AE Dyson (Thunder),vs South East Stars (18-09-2021)
1252283,2021,10-09-2021,1,Thunder,Southern Vipers,CM Taylor,1,CM Taylor (Southern Vipers),vs Thunder (10-09-2021)
1252289,2021,18-09-2021,1,Thunder,South East Stars,Emma Jones,1,Emma Jones (South East Stars),vs Thunder (18-09-2021)
1252288,2021,18-09-2021,1,Lightning,Central Sparks,GK Davis,1,GK Davis (Central Sparks),vs Lightning (18-09-2021)
1252288,2021,18-09-2021,1,Lightning,Central Sparks,EL Arlott,1,EL Arlott (Central Sparks),vs Lightning (18-09-2021)
1252279,2021,12-06-2021,2,Southern Vipers,Western Storm,L Filer,1,L Filer (Western Storm),vs Southern Vipers (12-06-2021)
1252291,2021,18-09-2021,1,Northern Diamonds,Southern Vipers,TG Norris,1,TG Norris (Southern Vipers),vs Northern Diamonds (18-09-2021)
1252292,2021,22-09-2021,2,Northern Diamonds,Central Sparks,GK Davis,1,GK Davis (Central Sparks),vs Northern Diamonds (22-09-2021)
1252289,2021,18-09-2021,1,Thunder,South East Stars,K Moore,1,K Moore (South East Stars),vs Thunder (18-09-2021)
1252285,2021,12-09-2021,1,Central Sparks,South East Stars,K Moore,1,K Moore (South East Stars),vs Central Sparks (12-09-2021)
1252280,2021,10-09-2021,2,Northern Diamonds,Western Storm,GM Hennessy,1,GM Hennessy (Western Storm),vs Northern Diamonds (10-09-2021)
1252285,2021,12-09-2021,1,Central Sparks,South East Stars,D Gregory,1,D Gregory (South East Stars),vs Central Sparks (12-09-2021)
1252292,2021,22-09-2021,1,Central Sparks,Northern Diamonds,KA Levick,1,KA Levick (Northern Diamonds),vs Central Sparks (22-09-2021)
1252287,2021,12-09-2021,2,Sunrisers,Southern Vipers,GA Elwiss,1,GA Elwiss (Southern Vipers),vs Sunrisers (12-09-2021)
1252291,2021,18-09-2021,1,Northern Diamonds,Southern Vipers,ME Bouchier,1,ME Bouchier (Southern Vipers),vs Northern Diamonds (18-09-2021)
1252284,2021,12-09-2021,1,Northern Diamonds,Thunder,HE Jones,1,HE Jones (Thunder),vs Northern Diamonds (12-09-2021)
1252284,2021,12-09-2021,2,Thunder,Northern Diamonds,PC Graham,1,PC Graham (Northern Diamonds),vs Thunder (12-09-2021)
1252281,2021,10-09-2021,1,South East Stars,Lightning,G Ballinger,1,G Ballinger (Lightning),vs South East Stars (10-09-2021)
1252291,2021,18-09-2021,1,Northern Diamonds,Southern Vipers,GL Adams,1,GL Adams (Southern Vipers),vs Northern Diamonds (18-09-2021)
1252287,2021,12-09-2021,2,Sunrisers,Southern Vipers,LK Bell,1,LK Bell (Southern Vipers),vs Sunrisers (12-09-2021)
1252291,2021,18-09-2021,1,Northern Diamonds,Southern Vipers,GA Elwiss,1,GA Elwiss (Southern Vipers),vs Northern Diamonds (18-09-2021)
1252287,2021,12-09-2021,2,Sunrisers,Southern Vipers,TG Norris,1,TG Norris (Southern Vipers),vs Sunrisers (12-09-2021)
1252284,2021,12-09-2021,1,Northern Diamonds,Thunder,N Brown,1,N Brown (Thunder),vs Northern Diamonds (12-09-2021)
1252277,2021,12-06-2021,1,Sunrisers,Lightning,KL Gordon,1,KL Gordon (Lightning),vs Sunrisers (12-06-2021)
1252267,2021,29-05-2021,2,Southern Vipers,Lightning,T Graves,1,T Graves (Lightning),vs Southern Vipers (29-05-2021)
1252277,2021,12-06-2021,1,Sunrisers,Lightning,KE Bryce,1,KE Bryce (Lightning),vs Sunrisers (12-06-2021)
