match_id,season,start_date,innings,batting_team,bowling_team,bowler,wicketcounts,bowler_labels,message
1229340,2020,11-09-2020,1,Southern Vipers,Sunrisers,G Scrivens,1,G Scrivens (Sunrisers),vs Southern Vipers (11-09-2020)
1229339,2020,11-09-2020,2,Western Storm,South East Stars,MS Belt,1,MS Belt (South East Stars),vs Western Storm (11-09-2020)
1229339,2020,11-09-2020,2,Western Storm,South East Stars,HV Jones,1,HV Jones (South East Stars),vs Western Storm (11-09-2020)
1229339,2020,11-09-2020,1,South East Stars,Western Storm,S Hutchins,1,S Hutchins (Western Storm),vs South East Stars (11-09-2020)
1229339,2020,11-09-2020,1,South East Stars,Western Storm,L Filer,1,L Filer (Western Storm),vs South East Stars (11-09-2020)
1229339,2020,11-09-2020,1,South East Stars,Western Storm,E Corney,1,E Corney (Western Storm),vs South East Stars (11-09-2020)
1229338,2020,10-09-2020,2,Thunder,Northern Diamonds,AL MacDonald,1,AL MacDonald (Northern Diamonds),vs Thunder (10-09-2020)
1229338,2020,10-09-2020,1,Northern Diamonds,Thunder,N Brown,1,N Brown (Thunder),vs Northern Diamonds (10-09-2020)
1229338,2020,10-09-2020,1,Northern Diamonds,Thunder,L Heap,1,L Heap (Thunder),vs Northern Diamonds (10-09-2020)
1229337,2020,05-09-2020,2,South East Stars,Southern Vipers,PAC Cowdrill,1,PAC Cowdrill (Southern Vipers),vs South East Stars (05-09-2020)
1229337,2020,05-09-2020,2,South East Stars,Southern Vipers,CE Dean,1,CE Dean (Southern Vipers),vs South East Stars (05-09-2020)
1229337,2020,05-09-2020,1,Southern Vipers,South East Stars,MS Belt,1,MS Belt (South East Stars),vs Southern Vipers (05-09-2020)
1229337,2020,05-09-2020,1,Southern Vipers,South East Stars,AG Gordon,1,AG Gordon (South East Stars),vs Southern Vipers (05-09-2020)
1229337,2020,05-09-2020,1,Southern Vipers,South East Stars,A Capsey,1,A Capsey (South East Stars),vs Southern Vipers (05-09-2020)
1229336,2020,05-09-2020,2,Northern Diamonds,Lightning,LG Kellogg,1,LG Kellogg (Lightning),vs Northern Diamonds (05-09-2020)
1229336,2020,05-09-2020,2,Northern Diamonds,Lightning,KE Bryce,1,KE Bryce (Lightning),vs Northern Diamonds (05-09-2020)
1229339,2020,11-09-2020,2,Western Storm,South East Stars,NE Farrant,1,NE Farrant (South East Stars),vs Western Storm (11-09-2020)
1229340,2020,11-09-2020,1,Southern Vipers,Sunrisers,J Gardner,1,J Gardner (Sunrisers),vs Southern Vipers (11-09-2020)
1252276,2021,12-06-2021,2,Northern Diamonds,South East Stars,FR Davies,1,FR Davies (South East Stars),vs Northern Diamonds (12-06-2021)
1229340,2020,11-09-2020,1,Southern Vipers,Sunrisers,KJ Wolfe,1,KJ Wolfe (Sunrisers),vs Southern Vipers (11-09-2020)
1229344,2020,13-09-2020,1,Thunder,Lightning,B Ellis,1,B Ellis (Lightning),vs Thunder (13-09-2020)
1229344,2020,13-09-2020,1,Thunder,Lightning,AD Presland,1,AD Presland (Lightning),vs Thunder (13-09-2020)
1229343,2020,13-09-2020,2,South East Stars,Sunrisers,KJ Wolfe,1,KJ Wolfe (Sunrisers),vs South East Stars (13-09-2020)
1229343,2020,13-09-2020,2,South East Stars,Sunrisers,G Scrivens,1,G Scrivens (Sunrisers),vs South East Stars (13-09-2020)
1229343,2020,13-09-2020,1,Sunrisers,South East Stars,C Brewer,1,C Brewer (South East Stars),vs Sunrisers (13-09-2020)
1229342,2020,13-09-2020,2,Western Storm,Southern Vipers,PJ Scholfield,1,PJ Scholfield (Southern Vipers),vs Western Storm (13-09-2020)
1229342,2020,13-09-2020,1,Southern Vipers,Western Storm,FMK Morris,1,FMK Morris (Western Storm),vs Southern Vipers (13-09-2020)
1229341,2020,11-09-2020,2,Central Sparks,Lightning,LG Kellogg,1,LG Kellogg (Lightning),vs Central Sparks (11-09-2020)
1229341,2020,11-09-2020,2,Central Sparks,Lightning,KE Bryce,1,KE Bryce (Lightning),vs Central Sparks (11-09-2020)
1229341,2020,11-09-2020,1,Lightning,Central Sparks,GK Davis,1,GK Davis (Central Sparks),vs Lightning (11-09-2020)
1229341,2020,11-09-2020,1,Lightning,Central Sparks,EL Arlott,1,EL Arlott (Central Sparks),vs Lightning (11-09-2020)
1229340,2020,11-09-2020,2,Sunrisers,Southern Vipers,PJ Scholfield,1,PJ Scholfield (Southern Vipers),vs Sunrisers (11-09-2020)
1229340,2020,11-09-2020,2,Sunrisers,Southern Vipers,GL Adams,1,GL Adams (Southern Vipers),vs Sunrisers (11-09-2020)
1229340,2020,11-09-2020,2,Sunrisers,Southern Vipers,CM Taylor,1,CM Taylor (Southern Vipers),vs Sunrisers (11-09-2020)
1229340,2020,11-09-2020,1,Southern Vipers,Sunrisers,Sonali Patel,1,Sonali Patel (Sunrisers),vs Southern Vipers (11-09-2020)
1229336,2020,05-09-2020,2,Northern Diamonds,Lightning,AD Presland,1,AD Presland (Lightning),vs Northern Diamonds (05-09-2020)
1229336,2020,05-09-2020,1,Lightning,Northern Diamonds,KA Levick,1,KA Levick (Northern Diamonds),vs Lightning (05-09-2020)
1229335,2020,05-09-2020,2,Sunrisers,Western Storm,S Hutchins,1,S Hutchins (Western Storm),vs Sunrisers (05-09-2020)
1229335,2020,05-09-2020,2,Sunrisers,Western Storm,GM Hennessy,1,GM Hennessy (Western Storm),vs Sunrisers (05-09-2020)
1229330,2020,31-08-2020,2,Western Storm,Southern Vipers,PJ Scholfield,1,PJ Scholfield (Southern Vipers),vs Western Storm (31-08-2020)
1229330,2020,31-08-2020,1,Southern Vipers,Western Storm,KL George,1,KL George (Western Storm),vs Southern Vipers (31-08-2020)
1229330,2020,31-08-2020,1,Southern Vipers,Western Storm,GM Hennessy,1,GM Hennessy (Western Storm),vs Southern Vipers (31-08-2020)
1229330,2020,31-08-2020,1,Southern Vipers,Western Storm,FMK Morris,1,FMK Morris (Western Storm),vs Southern Vipers (31-08-2020)
1229330,2020,31-08-2020,1,Southern Vipers,Western Storm,C Nicholas,1,C Nicholas (Western Storm),vs Southern Vipers (31-08-2020)
1229329,2020,29-08-2020,2,Western Storm,South East Stars,SIR Dunkley,1,SIR Dunkley (South East Stars),vs Western Storm (29-08-2020)
1229329,2020,29-08-2020,2,Western Storm,South East Stars,NE Farrant,1,NE Farrant (South East Stars),vs Western Storm (29-08-2020)
1229329,2020,29-08-2020,2,Western Storm,South East Stars,BF Smith,1,BF Smith (South East Stars),vs Western Storm (29-08-2020)
1229329,2020,29-08-2020,1,South East Stars,Western Storm,KL George,1,KL George (Western Storm),vs South East Stars (29-08-2020)
1229329,2020,29-08-2020,1,South East Stars,Western Storm,C Nicholas,1,C Nicholas (Western Storm),vs South East Stars (29-08-2020)
1229326,2020,29-08-2020,2,Southern Vipers,Sunrisers,MK Villiers,1,MK Villiers (Sunrisers),vs Southern Vipers (29-08-2020)
1229326,2020,29-08-2020,2,Southern Vipers,Sunrisers,KS Castle,1,KS Castle (Sunrisers),vs Southern Vipers (29-08-2020)
1229326,2020,29-08-2020,2,Southern Vipers,Sunrisers,AJ Macleod,1,AJ Macleod (Sunrisers),vs Southern Vipers (29-08-2020)
1229326,2020,29-08-2020,1,Sunrisers,Southern Vipers,TG Norris,1,TG Norris (Southern Vipers),vs Sunrisers (29-08-2020)
1229326,2020,29-08-2020,1,Sunrisers,Southern Vipers,LK Bell,1,LK Bell (Southern Vipers),vs Sunrisers (29-08-2020)
1229331,2020,31-08-2020,2,Sunrisers,South East Stars,A Capsey,1,A Capsey (South East Stars),vs Sunrisers (31-08-2020)
1229331,2020,31-08-2020,2,Sunrisers,South East Stars,AN Davidson-Richards,1,AN Davidson-Richards (South East Stars),vs Sunrisers (31-08-2020)
1229331,2020,31-08-2020,2,Sunrisers,South East Stars,NE Farrant,1,NE Farrant (South East Stars),vs Sunrisers (31-08-2020)
1229334,2020,05-09-2020,2,Central Sparks,Thunder,Olivia Thomas,1,Olivia Thomas (Thunder),vs Central Sparks (05-09-2020)
1229335,2020,05-09-2020,2,Sunrisers,Western Storm,A Griffiths,1,A Griffiths (Western Storm),vs Sunrisers (05-09-2020)
1229335,2020,05-09-2020,1,Western Storm,Sunrisers,Sonali Patel,1,Sonali Patel (Sunrisers),vs Western Storm (05-09-2020)
1229335,2020,05-09-2020,1,Western Storm,Sunrisers,KJ Wolfe,1,KJ Wolfe (Sunrisers),vs Western Storm (05-09-2020)
1229335,2020,05-09-2020,1,Western Storm,Sunrisers,J Gardner,1,J Gardner (Sunrisers),vs Western Storm (05-09-2020)
1229335,2020,05-09-2020,1,Western Storm,Sunrisers,G Scrivens,1,G Scrivens (Sunrisers),vs Western Storm (05-09-2020)
1229335,2020,05-09-2020,1,Western Storm,Sunrisers,AJ Macleod,1,AJ Macleod (Sunrisers),vs Western Storm (05-09-2020)
1229334,2020,05-09-2020,1,Thunder,Central Sparks,Anisha Patel,1,Anisha Patel (Central Sparks),vs Thunder (05-09-2020)
1229332,2020,31-08-2020,1,Thunder,Central Sparks,EL Arlott,1,EL Arlott (Central Sparks),vs Thunder (31-08-2020)
1229333,2020,31-08-2020,2,Lightning,Northern Diamonds,KH Brunt,1,KH Brunt (Northern Diamonds),vs Lightning (31-08-2020)
1229333,2020,31-08-2020,1,Northern Diamonds,Lightning,T Graves,1,T Graves (Lightning),vs Northern Diamonds (31-08-2020)
1229333,2020,31-08-2020,1,Northern Diamonds,Lightning,S Munro,1,S Munro (Lightning),vs Northern Diamonds (31-08-2020)
1229332,2020,31-08-2020,2,Central Sparks,Thunder,N Brown,1,N Brown (Thunder),vs Central Sparks (31-08-2020)
1229332,2020,31-08-2020,2,Central Sparks,Thunder,KL Cross,1,KL Cross (Thunder),vs Central Sparks (31-08-2020)
1229332,2020,31-08-2020,1,Thunder,Central Sparks,S Glenn,1,S Glenn (Central Sparks),vs Thunder (31-08-2020)
1229344,2020,13-09-2020,1,Thunder,Lightning,LF Higham,1,LF Higham (Lightning),vs Thunder (13-09-2020)
1229344,2020,13-09-2020,2,Lightning,Thunder,N Brown,1,N Brown (Thunder),vs Lightning (13-09-2020)
1229345,2020,13-09-2020,1,Northern Diamonds,Central Sparks,EL Arlott,1,EL Arlott (Central Sparks),vs Northern Diamonds (13-09-2020)
1252267,2021,29-05-2021,1,Lightning,Southern Vipers,GA Elwiss,1,GA Elwiss (Southern Vipers),vs Lightning (29-05-2021)
1252272,2021,05-06-2021,1,Western Storm,South East Stars,BF Smith,1,BF Smith (South East Stars),vs Western Storm (05-06-2021)
1252271,2021,31-05-2021,2,Sunrisers,Thunder,HE Jones,1,HE Jones (Thunder),vs Sunrisers (31-05-2021)
1252271,2021,31-05-2021,2,Sunrisers,Thunder,EL Lamb,1,EL Lamb (Thunder),vs Sunrisers (31-05-2021)
1252271,2021,31-05-2021,1,Thunder,Sunrisers,KS Castle,1,KS Castle (Sunrisers),vs Thunder (31-05-2021)
1252271,2021,31-05-2021,1,Thunder,Sunrisers,G Scrivens,1,G Scrivens (Sunrisers),vs Thunder (31-05-2021)
1252270,2021,31-05-2021,2,Southern Vipers,South East Stars,FR Davies,1,FR Davies (South East Stars),vs Southern Vipers (31-05-2021)
1252270,2021,31-05-2021,1,South East Stars,Southern Vipers,GL Adams,1,GL Adams (Southern Vipers),vs South East Stars (31-05-2021)
1252269,2021,31-05-2021,2,Western Storm,Central Sparks,EA Russell,1,EA Russell (Central Sparks),vs Western Storm (31-05-2021)
1252269,2021,31-05-2021,1,Central Sparks,Western Storm,HC Knight,1,HC Knight (Western Storm),vs Central Sparks (31-05-2021)
1252269,2021,31-05-2021,1,Central Sparks,Western Storm,A Shrubsole,1,A Shrubsole (Western Storm),vs Central Sparks (31-05-2021)
1252268,2021,31-05-2021,1,Northern Diamonds,Lightning,Y Graves,1,Y Graves (Lightning),vs Northern Diamonds (31-05-2021)
1252268,2021,31-05-2021,1,Northern Diamonds,Lightning,S Munro,1,S Munro (Lightning),vs Northern Diamonds (31-05-2021)
1229326,2020,29-08-2020,1,Sunrisers,Southern Vipers,DN Wyatt,1,DN Wyatt (Southern Vipers),vs Sunrisers (29-08-2020)
1252267,2021,29-05-2021,2,Southern Vipers,Lightning,KE Bryce,1,KE Bryce (Lightning),vs Southern Vipers (29-05-2021)
1252267,2021,29-05-2021,1,Lightning,Southern Vipers,LK Bell,1,LK Bell (Southern Vipers),vs Lightning (29-05-2021)
1252272,2021,05-06-2021,1,Western Storm,South East Stars,D Gregory,1,D Gregory (South East Stars),vs Western Storm (05-06-2021)
1252272,2021,05-06-2021,1,Western Storm,South East Stars,FR Davies,1,FR Davies (South East Stars),vs Western Storm (05-06-2021)
1252272,2021,05-06-2021,1,Western Storm,South East Stars,GJ Gibbs,1,GJ Gibbs (South East Stars),vs Western Storm (05-06-2021)
1252275,2021,05-06-2021,2,Southern Vipers,Central Sparks,EA Russell,1,EA Russell (Central Sparks),vs Southern Vipers (05-06-2021)
1252276,2021,12-06-2021,2,Northern Diamonds,South East Stars,BF Smith,1,BF Smith (South East Stars),vs Northern Diamonds (12-06-2021)
1252276,2021,12-06-2021,1,South East Stars,Northern Diamonds,PC Graham,1,PC Graham (Northern Diamonds),vs South East Stars (12-06-2021)
1252276,2021,12-06-2021,1,South East Stars,Northern Diamonds,LCN Smith,1,LCN Smith (Northern Diamonds),vs South East Stars (12-06-2021)
1252276,2021,12-06-2021,1,South East Stars,Northern Diamonds,KA Levick,1,KA Levick (Northern Diamonds),vs South East Stars (12-06-2021)
1252276,2021,12-06-2021,1,South East Stars,Northern Diamonds,BA Langston,1,BA Langston (Northern Diamonds),vs South East Stars (12-06-2021)
1252275,2021,05-06-2021,2,Southern Vipers,Central Sparks,S Glenn,1,S Glenn (Central Sparks),vs Southern Vipers (05-06-2021)
1252275,2021,05-06-2021,1,Central Sparks,Southern Vipers,GA Elwiss,1,GA Elwiss (Southern Vipers),vs Central Sparks (05-06-2021)
1252272,2021,05-06-2021,2,South East Stars,Western Storm,GM Hennessy,1,GM Hennessy (Western Storm),vs South East Stars (05-06-2021)
1252274,2021,06-06-2021,2,Thunder,Lightning,S Munro,1,S Munro (Lightning),vs Thunder (06-06-2021)
1252274,2021,06-06-2021,1,Lightning,Thunder,EL Lamb,1,EL Lamb (Thunder),vs Lightning (06-06-2021)
1252273,2021,05-06-2021,2,Northern Diamonds,Sunrisers,KL Coppack,1,KL Coppack (Sunrisers),vs Northern Diamonds (05-06-2021)
1252273,2021,05-06-2021,1,Sunrisers,Northern Diamonds,LCN Smith,1,LCN Smith (Northern Diamonds),vs Sunrisers (05-06-2021)
1252273,2021,05-06-2021,1,Sunrisers,Northern Diamonds,KA Levick,1,KA Levick (Northern Diamonds),vs Sunrisers (05-06-2021)
1252272,2021,05-06-2021,2,South East Stars,Western Storm,L Filer,1,L Filer (Western Storm),vs South East Stars (05-06-2021)
1252267,2021,29-05-2021,1,Lightning,Southern Vipers,GL Adams,1,GL Adams (Southern Vipers),vs Lightning (29-05-2021)
1252267,2021,29-05-2021,1,Lightning,Southern Vipers,CM Taylor,1,CM Taylor (Southern Vipers),vs Lightning (29-05-2021)
1229345,2020,13-09-2020,2,Central Sparks,Northern Diamonds,AL MacDonald,1,AL MacDonald (Northern Diamonds),vs Central Sparks (13-09-2020)
1252266,2021,29-05-2021,2,Sunrisers,South East Stars,GJ Gibbs,1,GJ Gibbs (South East Stars),vs Sunrisers (29-05-2021)
1229349,2020,19-09-2020,2,Sunrisers,Western Storm,FMK Morris,1,FMK Morris (Western Storm),vs Sunrisers (19-09-2020)
1229349,2020,19-09-2020,2,Sunrisers,Western Storm,EM Edgcombe,1,EM Edgcombe (Western Storm),vs Sunrisers (19-09-2020)
1229349,2020,19-09-2020,2,Sunrisers,Western Storm,E Corney,1,E Corney (Western Storm),vs Sunrisers (19-09-2020)
1229349,2020,19-09-2020,1,Western Storm,Sunrisers,Sonali Patel,1,Sonali Patel (Sunrisers),vs Western Storm (19-09-2020)
1229349,2020,19-09-2020,1,Western Storm,Sunrisers,J Gardner,1,J Gardner (Sunrisers),vs Western Storm (19-09-2020)
1229348,2020,19-09-2020,1,Lightning,Central Sparks,HL Baker,1,HL Baker (Central Sparks),vs Lightning (19-09-2020)
1229348,2020,19-09-2020,1,Lightning,Central Sparks,CK Boycott,1,CK Boycott (Central Sparks),vs Lightning (19-09-2020)
1229347,2020,19-09-2020,2,Northern Diamonds,Thunder,L Heap,1,L Heap (Thunder),vs Northern Diamonds (19-09-2020)
1229347,2020,19-09-2020,2,Northern Diamonds,Thunder,HE Jones,1,HE Jones (Thunder),vs Northern Diamonds (19-09-2020)
1229347,2020,19-09-2020,2,Northern Diamonds,Thunder,A Hartley,1,A Hartley (Thunder),vs Northern Diamonds (19-09-2020)
1229347,2020,19-09-2020,1,Thunder,Northern Diamonds,LCN Smith,1,LCN Smith (Northern Diamonds),vs Thunder (19-09-2020)
1229346,2020,19-09-2020,2,Southern Vipers,South East Stars,NE Farrant,1,NE Farrant (South East Stars),vs Southern Vipers (19-09-2020)
1229346,2020,19-09-2020,1,South East Stars,Southern Vipers,TG Norris,1,TG Norris (Southern Vipers),vs South East Stars (19-09-2020)
1229346,2020,19-09-2020,1,South East Stars,Southern Vipers,PJ Scholfield,1,PJ Scholfield (Southern Vipers),vs South East Stars (19-09-2020)
1229345,2020,13-09-2020,2,Central Sparks,Northern Diamonds,KA Levick,1,KA Levick (Northern Diamonds),vs Central Sparks (13-09-2020)
1229349,2020,19-09-2020,2,Sunrisers,Western Storm,N Holland,1,N Holland (Western Storm),vs Sunrisers (19-09-2020)
1229349,2020,19-09-2020,2,Sunrisers,Western Storm,S Hutchins,1,S Hutchins (Western Storm),vs Sunrisers (19-09-2020)
1229349,2020,19-09-2020,2,Sunrisers,Western Storm,SN Luff,1,SN Luff (Western Storm),vs Sunrisers (19-09-2020)
1252264,2021,29-05-2021,1,Northern Diamonds,Central Sparks,S Glenn,1,S Glenn (Central Sparks),vs Northern Diamonds (29-05-2021)
1252266,2021,29-05-2021,2,Sunrisers,South East Stars,A Capsey,1,A Capsey (South East Stars),vs Sunrisers (29-05-2021)
1252266,2021,29-05-2021,1,South East Stars,Sunrisers,ND Dattani,1,ND Dattani (Sunrisers),vs South East Stars (29-05-2021)
1252266,2021,29-05-2021,1,South East Stars,Sunrisers,G Scrivens,1,G Scrivens (Sunrisers),vs South East Stars (29-05-2021)
1252266,2021,29-05-2021,1,South East Stars,Sunrisers,AJ Macleod,1,AJ Macleod (Sunrisers),vs South East Stars (29-05-2021)
1252265,2021,29-05-2021,2,Western Storm,Thunder,P Cleary,1,P Cleary (Thunder),vs Western Storm (29-05-2021)
1252264,2021,29-05-2021,2,Central Sparks,Northern Diamonds,JL Gunn,1,JL Gunn (Northern Diamonds),vs Central Sparks (29-05-2021)
1252264,2021,29-05-2021,1,Northern Diamonds,Central Sparks,EL Arlott,1,EL Arlott (Central Sparks),vs Northern Diamonds (29-05-2021)
1229350,2020,27-09-2020,1,Southern Vipers,Northern Diamonds,BA Langston,1,BA Langston (Northern Diamonds),vs Southern Vipers (27-09-2020)
1252264,2021,29-05-2021,1,Northern Diamonds,Central Sparks,EA Russell,1,EA Russell (Central Sparks),vs Northern Diamonds (29-05-2021)
1229350,2020,27-09-2020,2,Northern Diamonds,Southern Vipers,ME Bouchier,1,ME Bouchier (Southern Vipers),vs Northern Diamonds (27-09-2020)
1229350,2020,27-09-2020,2,Northern Diamonds,Southern Vipers,GL Adams,1,GL Adams (Southern Vipers),vs Northern Diamonds (27-09-2020)
1229350,2020,27-09-2020,2,Northern Diamonds,Southern Vipers,CE Dean,1,CE Dean (Southern Vipers),vs Northern Diamonds (27-09-2020)
1229350,2020,27-09-2020,1,Southern Vipers,Northern Diamonds,LCN Smith,1,LCN Smith (Northern Diamonds),vs Southern Vipers (27-09-2020)
1229350,2020,27-09-2020,1,Southern Vipers,Northern Diamonds,JL Gunn,1,JL Gunn (Northern Diamonds),vs Southern Vipers (27-09-2020)
1229328,2020,29-08-2020,2,Lightning,Thunder,HE Jones,1,HE Jones (Thunder),vs Lightning (29-08-2020)
